id,book_id,best_book_id,books_count,isbn13,authors,original_publication_year,original_title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url
3568,15171,15171,23,9780965030070,Haven Kimmel,2001,"A Girl Named Zippy: Growing up Small in Mooreland, Indiana ",3.79,27928,30263,3487,https://images.gr-assets.com/books/1334082673m/15171.jpg
3570,4820,4820,35,9780670037600,Nathaniel Philbrick,2006,"Mayflower: A Story of Courage, Community, and War",3.86,25752,27463,2126,https://images.gr-assets.com/books/1474488130m/4820.jpg
3571,435045,435045,32,9781416547040,Kresley Cole,2007,Wicked Deeds on a Winter's Night (Immortals After Dark #4),4.37,40001,42628,1347,https://images.gr-assets.com/books/1357614752m/435045.jpg
3572,6462,6462,25,9781400032530,Joseph J. Ellis,2004,His Excellency: George Washington,3.9,27178,27987,1087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3573,22323,22323,54,9780060539820,"William Gibson, Bruce Sterling",1986,Burning Chrome and Other Stories,4.05,27359,29134,569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3574,7569223,7569223,57,9780007311000,Lauren Weisberger,2010,Last Night at Chateau Marmont,3.51,25002,27284,1134,https://images.gr-assets.com/books/1269790764m/7569223.jpg
3575,1728744,1728744,1,9781579731820,"A.L. Singer, Walt Disney Company",1974,Sleeping Beauty,4.32,27469,27468,69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3578,104089,104089,53,9780451457770,Guy Gavriel Kay,1990,Tigana,4.12,30831,33262,1925,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3579,8765,8765,52,9780307264560,Nora Ephron,2006,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,3.65,29749,33019,4306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3580,78950,78950,475,9781406954360,Louisa May Alcott,1871,"Little Men, or Life at Plumfield with Jo's Boys",3.84,36501,41312,1241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3581,415,415,66,9780143039940,Thomas Pynchon,1973,Gravity's Rainbow,4.03,24990,28232,2466,https://images.gr-assets.com/books/1414969925m/415.jpg
3582,173526,173526,29,9781576737160,"Brennan Manning, Michael W. Smith, Rich Mullins",1990,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",4.23,24568,26144,1030,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3583,93728,93728,91,9780064472810,Meg Cabot,2001,Princess in Love,3.76,39306,42817,1143,https://images.gr-assets.com/books/1271682172m/93728.jpg
3584,429138,429138,86,9780312954470,Wilbur Smith,1993,River God,4.2,24920,27459,1125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3585,140963,140963,388,9780679743620,Willa Cather,1913,O Pioneers!,3.84,30973,35489,2232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3586,1237300,1237300,67,9780805079840,Naomi Klein,2006,The Shock Doctrine: The Rise of Disaster Capitalism,4.22,24111,27056,2120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3587,21094993,21094993,104,9780007557900,"Jonas Jonasson, Rachel Willson-Broyles",2013,Analfabeten som kunde räkna,3.74,18072,29833,3240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3588,3686,3686,23,9780060572150,Ann Patchett,2004,Truth & Beauty: A Friendship,3.94,26344,28242,2655,https://images.gr-assets.com/books/1410140355m/3686.jpg
3590,35743,35743,192,9780099483500,Günter Grass,1959,Die Blechtrommel,3.96,25332,30989,1317,https://images.gr-assets.com/books/1327945103m/35743.jpg
3592,7544603,7544603,61,9783401063480,Kerstin Gier,2010,Smaragdgrün,4.2,22620,47351,4532,https://images.gr-assets.com/books/1345808677m/7544603.jpg
3593,248484,248484,30,9781599900510,"Shannon Hale, James Noel Smith",2007,Book of a Thousand Days,3.95,40060,42095,5637,https://images.gr-assets.com/books/1362875998m/248484.jpg
3594,194366,194366,680,9780192123180,Arthur Conan Doyle,1905,The Return of Sherlock Holmes,4.3,31572,37400,961,https://images.gr-assets.com/books/1374680848m/194366.jpg
3595,23522,23522,111,9780316341520,"Edith Hamilton, Steele Savage",1942,Mythology,3.98,30804,35584,1658,https://images.gr-assets.com/books/1305000423m/23522.jpg
3596,401679,401679,18,9780670059840,Anna Dewdney,2005,"Llama, Llama Red Pajama",4.27,31129,31456,1007,https://images.gr-assets.com/books/1309211387m/401679.jpg
3597,23577,23577,31,9780452285220,Al Franken,2003,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,3.81,24071,26255,827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3598,597,597,25,9780743264460,Chuck Klosterman,2005,Killing Yourself to Live: 85% of a True Story,3.85,23015,23614,1108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3599,26827675,26827675,12,9781101886960,"Leah Remini, Rebecca Paley",2015,Troublemaker: Surviving Hollywood and Scientology,3.98,25172,31771,3803,https://images.gr-assets.com/books/1491248986m/26827675.jpg
3600,9589,9589,76,9780425161300,Kurt Vonnegut Jr.,1990,Hocus Pocus,3.81,23046,25483,845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3601,55398,55398,39,9780765348810,Steven Erikson,2004,House of Chains,4.32,25023,27910,758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3602,6662883,6662883,13,9780785129220,"Eric Shanower, Skottie Young, L. Frank Baum",2010,Oz: The Wonderful Wizard of Oz,4.08,24529,24970,501,https://images.gr-assets.com/books/1336571208m/6662883.jpg
3603,6667514,6667514,30,9780805091750,Atul Gawande,2009,The Checklist Manifesto: How to Get Things Right,4.02,23778,28234,2701,https://images.gr-assets.com/books/1312061594m/6667514.jpg
3604,682761,682761,31,9780688177770,"Edith Hahn Beer, Susan Dworkin, Susan Sarandon, Julia Ormond, Rory Kennedy",1999,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,4.14,22207,29275,2239,https://images.gr-assets.com/books/1177117840m/682761.jpg
3605,85459,85459,77,9780515139750,Nora Roberts,2004,Northern Lights,3.98,32670,34287,976,https://images.gr-assets.com/books/1309209276m/85459.jpg
3606,6361871,6361871,7,9780061658200,Ree Drummond,2008,The Pioneer Woman Cooks: Recipes from an Accidental Ranch Wife,4.18,28720,29107,777,https://images.gr-assets.com/books/1366775743m/6361871.jpg
3607,13644055,13644055,32,9781622662650,Jennifer L. Armentrout,2014,Opposition,4.43,40399,47980,5724,https://images.gr-assets.com/books/1398694101m/13644055.jpg
3608,30271,30271,34,9780515139750,Laurell K. Hamilton,2004,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)",3.78,39200,41654,891,https://images.gr-assets.com/books/1362831466m/30271.jpg
3609,22435,22435,55,9780965900580,Brian Greene,2003,"The Fabric of the Cosmos: Space, Time and the Texture of Reality",4.11,24060,26155,794,https://images.gr-assets.com/books/1435242004m/22435.jpg
3610,31099,31099,45,9780767912240,Jane Green,2001,Babyville,3.61,27650,28323,559,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3611,6202318,6202318,44,9780441017840,Charlaine Harris,2009,A Touch of Dead,3.82,36102,41598,1852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3612,380975,380975,54,9780449000660,Sue Grafton,1994,K is for Killer,3.98,30752,32701,525,https://images.gr-assets.com/books/1315138307m/380975.jpg
3613,11507,11507,64,9781400031050,Chaim Potok,1972,My Name Is Asher Lev,4.19,29273,30833,2300,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3614,27528,27528,41,9780786224690,"Tim LaHaye, Jerry B. Jenkins",1997,Nicolae: The Rise of Antichrist,3.95,27152,29643,618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3615,15793184,15793184,41,9781250014530,Julie Kibler,2012,Calling Me Home,4.21,24070,27182,4045,https://images.gr-assets.com/books/1359803797m/15793184.jpg
3616,6289920,6289920,44,9780451228220,J.R. Ward,2009,Covet,3.89,38911,41959,2500,https://images.gr-assets.com/books/1373165689m/6289920.jpg
3617,6600137,6600137,21,9781599903420,Carrie Jones,2010,Captivate,3.94,36772,37464,1470,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3618,4961048,4961048,22,9781439102250,Carrie Fisher,2008,Wishful Drinking,3.71,29934,35641,4526,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3619,21717,21717,72,9780385339470,Karin Slaughter,2006,Triptych,4.14,29406,33730,1689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3620,300225,300225,83,9781568650940,Sidney Sheldon,1977,Bloodline,3.79,23726,25295,585,https://images.gr-assets.com/books/1298570618m/300225.jpg
3621,352921,352921,55,9780312352560,Louise Penny,2007,A Fatal Grace,4.11,27437,34910,3321,https://images.gr-assets.com/books/1327918653m/352921.jpg
3622,7156505,7156505,56,9780316036280,"James Patterson, Maxine Paetro",2010,The 9th Judgment,4.08,28593,34516,1531,https://images.gr-assets.com/books/1336275493m/7156505.jpg
3623,13353667,13353667,66,9781846058300,"James Patterson, Michael Ledwidge",2012,Zoo,3.43,24768,31467,4463,https://images.gr-assets.com/books/1355175463m/13353667.jpg
3624,9465845,9465845,12,9780545290590,"Rick Riordan, Gordon Korman, Peter Lerangis, Jude Watson",2011,Vespers Rising,4.12,28203,29274,556,https://images.gr-assets.com/books/1357211079m/9465845.jpg
3625,29501,29501,32,9780393327660,Sam Harris,2004,"The End of Faith: Religion, Terror, and the Future of Reason",3.93,24578,26202,1410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3626,1902241,1902241,36,9780805076680,Mary E. Pearson,2008,The Adoration of Jenna Fox,3.7,36754,40079,4445,https://images.gr-assets.com/books/1388715600m/1902241.jpg
3628,24812,24812,14,9780740748480,Bill Watterson,2005,The Complete Calvin and Hobbes,4.82,28900,29968,861,https://images.gr-assets.com/books/1473064526m/24812.jpg
3629,23686,23686,6,9781569319630,Rumiko Takahashi,1988,"Ranma ½, Volume 1",4.15,26303,26603,259,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3630,2815590,2815590,51,9780061470850,Ron Rash,2008,Serena,3.52,25082,29211,3857,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3631,94799,94799,28,9780385495650,Hampton Sides,2001,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,4.17,23873,24785,1134,https://images.gr-assets.com/books/1320454587m/94799.jpg
3632,12007,12007,37,9781857231360,Iain M. Banks,1990,Use of Weapons,4.18,26350,29256,1242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3634,115076,115076,34,9780452287890,Marisa de los Santos,2005,Love Walked In,3.69,28712,29698,4084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3635,92143,92143,14,9781888963140,Jeff Smith,1991,Bone: The Complete Cartoon Epic in One Volume,4.42,27721,28263,1301,https://images.gr-assets.com/books/1483068004m/92143.jpg
3636,2479827,2479827,22,9780375846150,Christopher Paolini,2008,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",4.2,25623,27681,550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3637,5941233,5941233,15,9781416983090,Christopher Pike,1998,Thirst No. 1,3.82,30154,30841,1586,https://images.gr-assets.com/books/1327887604m/5941233.jpg
3638,11741,11741,58,9780312424090,Marilynne Robinson,1980,Housekeeping,3.82,28416,30569,4061,https://images.gr-assets.com/books/1327882949m/11741.jpg
3639,511614,511614,89,9780760704070,"Dodie Smith, Michael Dooling",1956,The Hundred and One Dalmatians,4.11,27717,29311,634,https://images.gr-assets.com/books/1387310637m/511614.jpg
3640,119389,119389,83,9780006174420,Sidney Sheldon,1987,Windmills of the Gods,3.82,23333,24637,502,https://images.gr-assets.com/books/1405239745m/119389.jpg
3641,747746,747746,31,9781416556050,F. Scott Fitzgerald,1922,The Curious Case of Benjamin Button,3.53,30313,34715,2887,https://images.gr-assets.com/books/1331235364m/747746.jpg
3642,38262,38262,641,9781853260740,Daniel Defoe,1722,The Fortunes and Misfortunes of the Famous Moll Flanders,3.5,30379,34246,1187,https://images.gr-assets.com/books/1338130955m/38262.jpg
3643,175675,175675,105,9780812978190,E.L. Doctorow,1974,Ragtime,3.88,26815,30434,1840,https://images.gr-assets.com/books/1320531790m/175675.jpg
3644,35921,35921,37,9781416509370,David Weber,1992,On Basilisk Station ,4.11,28970,33182,1521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3645,3272165,3272165,50,9780007240200,Ben Goldacre,2008,"Bad Science: Quacks, Hacks, and Big Pharma Flacks",4.07,22692,27021,1433,https://images.gr-assets.com/books/1327251503m/3272165.jpg
3646,80642,80642,33,9780143036620,Ruth Reichl,2005,Garlic and Sapphires: The Secret Life of a Critic in Disguise,3.92,26542,27906,3110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3648,24094,24094,34,9781416903440,Tamora Pierce,1993,"Wolf-Speaker (Immortals, #2)",4.21,37448,40639,705,https://images.gr-assets.com/books/1495451734m/24094.jpg
3650,6748,6748,46,9780316925280,David Foster Wallace,1996,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,4.28,23272,26763,2098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3651,98413,98413,20,9781421501090,Ai Yazawa,2000,NANA―ナナ― 1,4.21,28627,28853,377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3652,298567,298567,79,9780060766210,"Joseph Delaney, Patrick  Arrasmith",2004,"The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)",3.97,27305,33913,2705,https://images.gr-assets.com/books/1381497933m/298567.jpg
3653,32257,32257,82,9780553815020,Tess Gerritsen,2003,The Sinner,4.12,28283,33396,1316,https://images.gr-assets.com/books/1277923817m/32257.jpg
3654,6250169,6250169,64,9780061161700,Terry Pratchett,2009,Unseen Academicals,3.97,30330,36127,1610,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3655,11071466,11071466,30,9781416990670,Morgan Matson,2012,Second Chance Summer,4.16,31983,34910,4483,https://images.gr-assets.com/books/1337189920m/11071466.jpg
3656,381704,381704,61,9781401359610,Plum Sykes,2004,Bergdorf Blondes,3.26,23795,25822,1267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3657,17162,17162,66,9780375829870,Robert Cormier,1974,The Chocolate War,3.48,31633,33735,2583,https://images.gr-assets.com/books/1333120554m/17162.jpg
3658,14118,14118,7,9780736421970,"Teddy Slater, Ron Dias, Ric González",1991,Beauty and the Beast (Little Golden Book),4.4,26454,26524,110,https://images.gr-assets.com/books/1395619448m/14118.jpg
3659,22836957,22836957,67,9781250066630,Michael Punke,2002,The Revenant,3.92,19289,28741,3162,https://images.gr-assets.com/books/1409498796m/22836957.jpg
3660,25104,25104,32,9781563892880,"Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",1996,The Sandman: The Wake,4.53,32360,35466,849,https://images.gr-assets.com/books/1339922545m/25104.jpg
3661,2615,2615,32,9780060522000,Clayton M. Christensen,1997,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),4.0,21997,24443,681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3662,765281,765281,6,9780307001140,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",1940,Lady and the Tramp (Little Golden Book),4.36,28011,28017,62,https://images.gr-assets.com/books/1420795364m/765281.jpg
3664,1821571,1821571,49,9781406309360,Anthony Horowitz,2007,Snakehead,4.15,32743,34398,853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3665,10560331,10560331,33,9781423147950,Ally Carter,2012,"Out of Sight, Out of Time",4.35,39918,41849,2296,https://images.gr-assets.com/books/1314135923m/10560331.jpg
3667,17286958,17286958,22,9780805098550,"Bill O'Reilly, Martin Dugard",2013,Killing Jesus: A History ,3.89,18107,24754,2718,https://images.gr-assets.com/books/1361640009m/17286958.jpg
3668,183822,183822,64,9780060580670,James Rollins,2004,Sandstorm,3.94,29665,32954,1398,https://images.gr-assets.com/books/1305960920m/183822.jpg
3669,173673,173673,65,9780670869760,Foundation for Inner Peace,1975,A Course in Miracles,4.17,17015,22780,425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3670,18656030,18656030,27,9780316217620,James S.A. Corey,2014,Cibola Burn,4.12,21551,28995,1831,https://images.gr-assets.com/books/1405023040m/18656030.jpg
3671,353814,353814,49,9780751531180,Nelson DeMille,1988,The Charm School,4.26,25706,27577,1086,https://images.gr-assets.com/books/1337601423m/353814.jpg
3672,332631,332631,19,9781401200760,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,Y: The Last Man Vol. 2: Cycles,4.23,30504,31168,764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3673,3475268,3475268,33,9780061138010,Kim Harrison,2009,"White Witch, Black Curse",4.35,38315,41420,1080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3674,19793,19793,38,9781401902160,Wayne W. Dyer,2004,‎The Power of Intention‎,4.18,22361,23395,527,https://images.gr-assets.com/books/1347598399m/19793.jpg
3675,93426,93426,25,9780609809650,Jack Weatherford,2004,Genghis Khan and the Making of the Modern World,4.01,25452,26779,1672,https://images.gr-assets.com/books/1320531289m/93426.jpg
3676,126609,126609,354,9780393960430,Theodore Dreiser,1900,Sister Carrie,3.72,27401,30478,1149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3678,1362193,1362193,44,9789793062790,Andrea Hirata,2005,Laskar Pelangi,4.15,18311,20105,2524,https://images.gr-assets.com/books/1489732961m/1362193.jpg
3679,7904429,7904429,23,9781934964380,Bryan Lee O'Malley,2010,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",4.41,29308,30430,1148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3680,31623,31623,87,9780425198740,Patricia Cornwell,2003,Blow Fly,3.74,29283,31454,734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3681,33443,33443,43,9780758213500,Joanne Fluke,2000,Chocolate Chip Cookie Murder,3.72,31242,34234,2260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3682,9729504,9729504,33,9780061988350,Mitchell Zuckoff,2011,Lost in Shangri-la,3.82,27776,31504,2481,https://images.gr-assets.com/books/1299264036m/9729504.jpg
3683,7247854,7247854,44,9780316051640,Sam Kean,2010,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",3.9,26820,29561,2815,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3684,52635,52635,48,9780061002820,Clive Barker,1986,The Hellbound Heart,4.02,25074,28209,1132,https://images.gr-assets.com/books/1327312426m/52635.jpg
3685,17704903,17704903,13,9780345534520,"Bill Dedman, Paul Clark Newell Jr.",2013,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,3.76,22819,26466,3015,https://images.gr-assets.com/books/1367929741m/17704903.jpg
3686,6457081,6457081,56,9780007178380,Tracy Chevalier,2009,Remarkable Creatures,3.81,29667,33230,3817,https://images.gr-assets.com/books/1327161912m/6457081.jpg
3687,3558003,3558003,39,9780451225730,Rachel Caine,2008,Lord of Misrule,4.18,38874,41199,1046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3688,39031,39031,77,9780446611240,"Douglas Preston, Lincoln Child",2001,The Cabinet of Curiosities,4.26,29003,32428,1695,https://images.gr-assets.com/books/1169235779m/39031.jpg
3689,498641,498641,233,630809681058,Brother Lawrence,1691,The Practice of the Presence of God,4.32,23889,26303,715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3692,9820,9820,41,9780375759310,Wallace Stegner,1987,Crossing to Safety,4.16,25578,28323,3872,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3693,9440448,9440448,25,9780399157390,John Sandford,2011,Buried Prey,4.23,24695,27371,1146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3694,13497505,13497505,20,9781400203760,Bob Goff,2012,Discover an Incredible Life in an Ordinary World,4.25,25791,27426,2034,https://images.gr-assets.com/books/1335237698m/13497505.jpg
3695,106835,106835,57,9780060555660,"Benjamin Graham, Jason Zweig, Warren Buffett",2003,The Intelligent Investor,4.27,29825,32192,894,https://images.gr-assets.com/books/1409602421m/106835.jpg
3696,2095,2095,80,9780553802020,Stephen Hawking,2001,The Universe in a Nutshell,4.13,23596,25207,644,https://images.gr-assets.com/books/1159814395m/2095.jpg
3697,9300768,9300768,56,9780316123360,Joe Abercrombie,2011,The Heroes,4.26,24964,29467,1434,https://images.gr-assets.com/books/1375671200m/9300768.jpg
3698,1001896,1001896,56,9780590225180,Blanche Fisher Wright,1916,The Real Mother Goose,4.33,31643,32047,255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3699,5296,5296,347,9780486414230,Oscar Wilde,1893,An Ideal Husband,4.03,29952,31461,806,https://images.gr-assets.com/books/1417045098m/5296.jpg
3700,42058,42058,620,9780192839930,"William Shakespeare, John Jowett",1591,The Tragedy of King Richard the Third,3.92,29182,34610,1201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3701,22557520,22557520,72,9781476792480,Anna Todd,2014,After,3.74,32027,38360,4589,https://images.gr-assets.com/books/1438077259m/22557520.jpg
3702,1966969,1966969,46,9780778325340,Maria V. Snyder,2008,Fire Study,3.95,40523,44726,3321,https://images.gr-assets.com/books/1357064290m/1966969.jpg
3703,11734,11734,76,9780099282200,Philip Roth,2000,The Human Stain,3.84,21724,26018,1634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3704,16303287,16303287,44,9781442496000,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014,The Bane Chronicles,4.2,36885,41828,4141,https://images.gr-assets.com/books/1395159015m/16303287.jpg
3705,409918,409918,93,9780446699550,Michael Connelly,2004,The Narrows,4.09,26274,31205,1155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3707,14096,14096,57,9781401307780,Jon Kabat-Zinn,1994,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",4.11,24259,26071,1047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3708,50144,50144,92,9780802142440,"Banana Yoshimoto, Megan Backus",1988,キッチン [Kitchen],3.83,25797,30991,2344,https://images.gr-assets.com/books/1327904393m/50144.jpg
3709,123543,123543,74,9780312999520,Eric Van Lustbader,2003,Robert Ludlum's The Bourne Legacy,3.86,23352,24627,464,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3710,129619,129619,39,9780743474150,Judith McNaught,1989,A Kingdom of Dreams ,4.25,34308,36064,1420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3711,7095831,7095831,43,9780316056210,Paolo Bacigalupi,2010,Ship Breaker,3.74,31911,34277,4077,https://images.gr-assets.com/books/1327874074m/7095831.jpg
3712,385742,385742,59,9780439650760,Suzanne Collins,2004,Gregor and the Prophecy of Bane,4.17,29586,32127,1683,https://images.gr-assets.com/books/1337457481m/385742.jpg
3713,85733,85733,55,9780316159780,"James Patterson, Peter de Jonge",2006,Beach Road,3.81,27240,28425,1381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3714,9802372,13595639,36,9780399256610,Maureen Johnson,2011,The Name of the Star,3.9,22842,40957,4756,https://images.gr-assets.com/books/1327880449m/9802372.jpg
3715,325085,325085,138,9780140435120,"Charles Dickens, Mark Ford",1839,Nicholas Nickleby,3.89,30272,33384,1100,https://images.gr-assets.com/books/1352758388m/325085.jpg
3716,4673605,4673605,6,9780345506400,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),4.09,25349,25399,141,https://images.gr-assets.com/books/1320410883m/4673605.jpg
3717,12651,12651,340,9780143037490,"Jean-Jacques Rousseau, Maurice Cranston",1762,Du contrat social: ou Principes du droit politique,3.75,24397,27347,525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3718,3002300,3002300,26,9781416905850,Laurie Halse Anderson,2008,Chains,4.09,32493,33961,4202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3719,53447,53447,149,9789871144270,Ernesto Sabato,1948,El túnel,4.04,23161,28256,1618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3720,110331,110331,424,9780451528810,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",1787,The Federalist,4.05,24648,28020,569,https://images.gr-assets.com/books/1327865541m/110331.jpg
3721,272315,272315,18,9780316009850,Julie Anne Peters,2007,Keeping You a Secret,3.98,25864,26475,967,https://images.gr-assets.com/books/1358442201m/272315.jpg
3722,25242224,25242224,49,9781609452860,"Elena Ferrante, Ann Goldstein",2014,Storia della bambina perduta,4.39,21358,29371,2790,https://images.gr-assets.com/books/1499781984m/25242224.jpg
3723,1629601,1629601,31,9780786838190,E. Lockhart,2008,The Disreputable History of Frankie Landau-Banks,3.82,35300,38836,4763,https://images.gr-assets.com/books/1313980820m/1629601.jpg
3724,6578507,6578507,50,9780143145450,"Sarah Blake, Orlagh Cassidy",2009,The Postmistress,3.3,30320,35271,5127,https://images.gr-assets.com/books/1409169468m/6578507.jpg
3725,10790277,10790277,18,9780316187700,Michael J. Sullivan,2010,Rise of Empire,4.35,25757,28832,1215,https://images.gr-assets.com/books/1307960500m/10790277.jpg
3726,657371,657371,23,9781416913630,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,3.93,23544,24997,2161,https://images.gr-assets.com/books/1259233004m/657371.jpg
